id,category,split,baseline,answerable,status,latency_ms,gold_document_ids,top_20_document_ids,recall_at_5,recall_at_20,reciprocal_rank,ndcg_at_10,answer_support_at_5,citation_valid_at_5,correct_refusal,over_refusal
G020,multi_hop,test,B1_bm25,True,ok,15.539,fictional-the-orchard-below || fictional-paper-moons-of-caldera,fictional-paper-moons-of-caldera || fictional-the-orchard-below || tt35487706 || tt36277018 || tt36307021 || fictional-clockwork-tide || tt32205214 || tt30324264 || tt27575701 || tt27564844 || fictional-neon-meridian || tt36107540 || tt30851137 || fictional-ember-transit || tt31455863 || tt35571169 || tt32658576,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
G020,multi_hop,test,B2_dense_naive,True,ok,18.572,fictional-the-orchard-below || fictional-paper-moons-of-caldera,fictional-paper-moons-of-caldera || fictional-the-orchard-below || tt30691214 || fictional-neon-meridian || tt13975248 || tt29377719 || tt27790748 || tt34356684 || tt27720130 || tt36286603 || tt32014158 || tt35322760 || tt33253151 || tt32397787 || tt28302848 || tt32192760 || tt31827708 || tt36415829,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
G020,multi_hop,test,B3_final,True,ok,1203.716,fictional-the-orchard-below || fictional-paper-moons-of-caldera,fictional-paper-moons-of-caldera || fictional-the-orchard-below || fictional-clockwork-tide || fictional-neon-meridian || fictional-ember-transit || tt36286603 || tt35487706 || tt36277018 || tt32014158 || tt32397787 || tt27790748 || tt27575701 || tt34356684 || tt36307021 || tt33253151 || tt27720130 || tt32205214,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
G021,multi_hop,test,B0_closed_book_refusal,True,refused,0.0,fictional-neon-meridian || fictional-paper-moons-of-caldera,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0
G021,multi_hop,test,B1_bm25,True,ok,14.729,fictional-neon-meridian || fictional-paper-moons-of-caldera,fictional-paper-moons-of-caldera || fictional-neon-meridian || tt33797166 || tt27575701 || fictional-the-orchard-below || tt31848337 || tt32205214 || tt36107540 || tt33372918 || tt32014158 || tt30324264 || tt27564844 || tt35487706 || tt34579449 || tt31364595 || tt30745221 || tt33354831,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
G021,multi_hop,test,B2_dense_naive,True,ok,23.149,fictional-neon-meridian || fictional-paper-moons-of-caldera,fictional-paper-moons-of-caldera || fictional-neon-meridian || tt32228484 || tt32014158 || tt32409947 || tt13975248 || tt18239362 || tt15474782 || tt1959374 || tt34861373 || tt27564844 || tt28302848 || tt31078765 || tt20259240 || tt33440748 || tt28611345 || tt27575701 || tt34356684 || fictional-ember-transit,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
G021,multi_hop,test,B3_final,True,ok,1191.686,fictional-neon-meridian || fictional-paper-moons-of-caldera,fictional-paper-moons-of-caldera || fictional-neon-meridian || tt32014158 || tt27564844 || tt12042730 || tt28302848 || tt33372918 || tt35305106 || tt33542015 || tt34587486 || tt33440748 || tt15437998 || tt33317797 || tt27751771 || tt1959374 || tt28289169 || tt35675558,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
G022,comparative,dev,B0_closed_book_refusal,True,refused,0.0,fictional-clockwork-tide || fictional-paper-moons-of-caldera,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0
G022,comparative,dev,B1_bm25,True,ok,13.425,fictional-clockwork-tide || fictional-paper-moons-of-caldera,fictional-paper-moons-of-caldera || fictional-clockwork-tide || fictional-neon-meridian || fictional-ember-transit || fictional-the-orchard-below || tt32205214 || tt27575701 || tt30324264 || tt27564844 || tt35487706 || tt35712847 || tt36103784 || tt36107540 || tt33240865 || tt33063741,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
G022,comparative,dev,B2_dense_naive,True,ok,25.867,fictional-clockwork-tide || fictional-paper-moons-of-caldera,fictional-paper-moons-of-caldera || fictional-clockwork-tide || fictional-neon-meridian || fictional-ember-transit || fictional-the-orchard-below || tt26427582 || tt33088099 || tt35956665 || tt28611345 || tt32228484 || tt32014158 || tt35878103 || tt35624695 || tt31409061 || tt33797166,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
G022,comparative,dev,B3_final,True,ok,1256.64,fictional-clockwork-tide || fictional-paper-moons-of-caldera,fictional-paper-moons-of-caldera || fictional-clockwork-tide || fictional-the-orchard-below || fictional-neon-meridian || fictional-ember-transit || tt27564844 || tt32014158 || tt35487706 || tt27575701 || tt33088099 || tt31409061 || tt32205214 || tt32228484 || tt35624695,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
G023,comparative,dev,B0_closed_book_refusal,True,refused,0.001,fictional-ember-transit || fictional-the-orchard-below,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0
G023,comparative,dev,B1_bm25,True,ok,10.035,fictional-ember-transit || fictional-the-orchard-below,fictional-the-orchard-below || fictional-ember-transit || tt36307021 || fictional-neon-meridian || tt33268003 || tt29316652 || tt35291758 || tt36120702 || fictional-clockwork-tide || fictional-paper-moons-of-caldera || tt28718613 || tt33063741 || tt33797166 || tt33474152 || tt27919019 || tt11247720 || tt34355988,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
G023,comparative,dev,B2_dense_naive,True,ok,21.3,fictional-ember-transit || fictional-the-orchard-below,fictional-ember-transit || fictional-the-orchard-below || tt30691214 || tt26424426 || tt28553687 || tt34766794 || tt36286603 || tt32409947 || tt30012780 || tt35994346 || tt34356684 || tt22740896 || tt35473596 || tt35253781 || tt28718613 || tt31080036 || tt1796506 || tt35322760 || tt11429408,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
G023,comparative,dev,B3_final,True,ok,1254.005,fictional-ember-transit || fictional-the-orchard-below,fictional-ember-transit || fictional-the-orchard-below || fictional-paper-moons-of-caldera || fictional-clockwork-tide || fictional-neon-meridian || tt28718613 || tt35291758 || tt35994346 || tt36307021 || tt36286603 || tt26424426 || tt34356684 || tt30691214 || tt33063741 || tt33474152 || tt36120702 || tt28553687,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
G024,comparative,test,B0_closed_book_refusal,True,refused,0.0,fictional-neon-meridian || fictional-ember-transit,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0
G024,comparative,test,B1_bm25,True,ok,12.993,fictional-neon-meridian || fictional-ember-transit,fictional-neon-meridian || fictional-ember-transit || tt21856850 || tt35819561 || tt33524865 || tt35305106 || tt31314053 || tt15311492 || tt35956665 || tt33334281 || tt31411238 || tt35930062 || tt33088887 || tt28336753 || tt33474179 || tt29897844 || tt33499146,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
G024,comparative,test,B2_dense_naive,True,ok,42.539,fictional-neon-meridian || fictional-ember-transit,fictional-ember-transit || fictional-neon-meridian || tt28302848 || tt15311492 || tt21856850 || tt21223696 || fictional-paper-moons-of-caldera || tt35625318 || tt32409947 || tt33499787 || tt14674972 || tt35672862 || tt28718613 || tt26424426 || tt23143606 || tt35994346 || tt32397787 || tt36161641 || tt23018852,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
G024,comparative,test,B3_final,True,ok,1412.395,fictional-neon-meridian || fictional-ember-transit,fictional-neon-meridian || fictional-ember-transit || tt21856850 || tt15311492 || tt28718613 || tt35994346 || tt35625318 || tt33088887 || tt28302848 || tt35305106 || tt26424426 || tt32409947 || tt21223696 || tt23143606 || tt33524865 || tt14674972 || tt31411238,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
G025,comparative,test,B0_closed_book_refusal,True,refused,0.001,fictional-neon-meridian || fictional-paper-moons-of-caldera,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0
G025,comparative,test,B1_bm25,True,ok,15.74,fictional-neon-meridian || fictional-paper-moons-of-caldera,fictional-neon-meridian || fictional-paper-moons-of-caldera || tt21856850 || fictional-clockwork-tide || fictional-ember-transit || fictional-the-orchard-below || tt10462682 || tt30324264 || tt36451987 || tt33308959 || tt36107540 || tt35487706 || tt33298998 || tt32205214 || tt14113634 || tt35373270 || tt32272771,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
G025,comparative,test,B2_dense_naive,True,ok,18.69,fictional-neon-meridian || fictional-paper-moons-of-caldera,fictional-paper-moons-of-caldera || fictional-neon-meridian || fictional-ember-transit || fictional-clockwork-tide || tt32228484 || tt20259240 || tt32014158 || tt13975248 || tt34356684 || tt33334564 || tt23018852 || tt27575701 || tt13665532 || tt15516806 || tt31827708 || tt29952017 || tt31409061 || tt35956665 || tt34861373,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
G025,comparative,test,B3_final,True,ok,1353.362,fictional-neon-meridian || fictional-paper-moons-of-caldera,fictional-paper-moons-of-caldera || fictional-neon-meridian || fictional-the-orchard-below || fictional-clockwork-tide || fictional-ember-transit || tt27575701 || tt35487706 || tt33308959 || tt10462682 || tt32014158 || tt29952017 || tt15516806 || tt14113634 || tt20259240 || tt32205214 || tt31827708 || tt23018852,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
G026,temporal,dev,B0_closed_book_refusal,True,refused,0.0,fictional-neon-meridian,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0
G026,temporal,dev,B1_bm25,True,ok,17.08,fictional-neon-meridian,fictional-neon-meridian || tt32658576 || tt33219707 || fictional-ember-transit || fictional-clockwork-tide || tt35376053 || tt29510495 || tt35148005 || fictional-paper-moons-of-caldera || fictional-the-orchard-below || tt32857521 || tt31080036 || tt24326458 || tt32432654 || tt36241806 || tt1402593 || tt30575037 || tt34385135,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
G026,temporal,dev,B2_dense_naive,True,ok,16.016,fictional-neon-meridian,fictional-neon-meridian || fictional-paper-moons-of-caldera || tt32634330 || tt23143606 || tt32014158 || tt34861373 || tt36451817 || tt32880540 || tt27262828 || tt28106059 || tt32192760 || tt28718613 || tt34356684 || tt32228484 || tt32409947 || tt28289169 || tt26681192 || tt33499787 || tt31078765 || tt36021583,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
G026,temporal,dev,B3_final,True,ok,1430.629,fictional-neon-meridian,fictional-neon-meridian || fictional-paper-moons-of-caldera || fictional-ember-transit || fictional-the-orchard-below || fictional-clockwork-tide || tt32857521 || tt32634330 || tt32658576 || tt28718613 || tt24326458 || tt35148005 || tt34861373 || tt23143606 || tt32228484 || tt34356684 || tt27262828 || tt32014158 || tt29510495,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
G027,temporal,dev,B0_closed_book_refusal,True,refused,0.001,fictional-the-orchard-below,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0
G027,temporal,dev,B1_bm25,True,ok,14.638,fictional-the-orchard-below,fictional-neon-meridian || fictional-paper-moons-of-caldera || fictional-the-orchard-below || fictional-clockwork-tide || fictional-ember-transit || tt33297599 || tt33797166 || tt32658576 || tt34163604 || tt13872646 || tt29510495 || tt35148005 || tt18239362 || tt29271639 || tt32857521,1.0,1.0,0.3333333333333333,0.5,1.0,1.0,,0.0
G027,temporal,dev,B2_dense_naive,True,ok,14.162,fictional-the-orchard-below,tt21853406 || tt33440748 || fictional-ember-transit || fictional-neon-meridian || tt34163604 || tt26681192 || tt36364266 || tt23143606 || tt32582148 || tt34861373 || fictional-clockwork-tide || tt32358025 || tt36119712 || tt12810824 || tt32437905 || tt26427582 || tt33452002 || tt29922891 || tt33542015 || tt28088049,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
G027,temporal,dev,B3_final,True,ok,1503.956,fictional-the-orchard-below,fictional-the-orchard-below || fictional-paper-moons-of-caldera || fictional-clockwork-tide || fictional-ember-transit || fictional-neon-meridian || tt34163604 || tt32582148 || tt33043645 || tt26681192 || tt36364266 || tt33797166 || tt12810824 || tt33452002 || tt32437905 || tt36119712 || tt34861373,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
G028,temporal,test,B0_closed_book_refusal,True,refused,0.0,fictional-ember-transit,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0
G028,temporal,test,B1_bm25,True,ok,18.713,fictional-ember-transit,fictional-ember-transit || tt29377719 || tt35148005 || tt25457710 || tt32986423 || tt13080164 || fictional-neon-meridian || tt35822521 || tt29510495 || tt1402593 || tt32857521 || tt34385135 || tt33268003 || tt24326458 || tt36120702 || tt25377130 || tt35305106 || tt29316652,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
G028,temporal,test,B2_dense_naive,True,ok,20.477,fictional-ember-transit,fictional-ember-transit || tt1796506 || tt30521753 || tt28718613 || tt28106059 || tt32582148 || tt28302848 || tt35625318 || tt32409947 || tt31041943 || tt35325482 || tt31078765 || tt32298956 || tt28553687 || tt33499787 || fictional-neon-meridian || tt35994346 || tt2355896 || tt34861373 || tt35322760,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
G028,temporal,test,B3_final,True,ok,1236.763,fictional-ember-transit,fictional-ember-transit || fictional-neon-meridian || tt32857521 || tt32582148 || tt35148005 || tt24326458 || tt34385135 || tt35994346 || tt35625318 || tt28718613 || tt1402593 || tt35822521 || tt32409947 || tt32986423 || tt13080164 || tt31041943 || tt1796506 || tt29510495,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
G029,temporal,test,B0_closed_book_refusal,True,refused,0.0,fictional-clockwork-tide || fictional-paper-moons-of-caldera,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0
G029,temporal,test,B1_bm25,True,ok,17.821,fictional-clockwork-tide || fictional-paper-moons-of-caldera,fictional-paper-moons-of-caldera || fictional-clockwork-tide || tt30745221 || tt34305694 || tt32205214 || tt31419825 || tt27575701 || tt36451987 || tt11799770 || tt27709924 || tt30324264 || tt27564844 || tt18212138 || tt32871811 || tt33298998 || tt13137408 || tt35487706 || tt23865792,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
G029,temporal,test,B2_dense_naive,True,ok,19.202,fictional-clockwork-tide || fictional-paper-moons-of-caldera,fictional-paper-moons-of-caldera || fictional-clockwork-tide || fictional-neon-meridian || tt28302848 || tt32014158 || tt35076988 || tt10518942 || tt20259240 || tt1959374 || tt27751771 || tt27575701 || tt31827708 || tt32915652 || tt32232819 || tt32916628 || tt32085129 || tt13975248 || tt30745221,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
G029,temporal,test,B3_final,True,ok,1436.257,fictional-clockwork-tide || fictional-paper-moons-of-caldera,fictional-paper-moons-of-caldera || fictional-clockwork-tide || tt31827708 || tt27575701 || tt27564844 || fictional-neon-meridian || tt33298998 || tt32915652 || tt32014158 || tt34305694 || tt28302848 || tt1959374 || tt32871811 || tt13137408 || tt10518942 || tt27751771 || tt35076988 || tt20259240,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
G030,unanswerable,dev,B0_closed_book_refusal,False,refused,0.0,,,,,,,,,1.0,
G030,unanswerable,dev,B1_bm25,False,ok,14.938,,fictional-neon-meridian || tt10370856 || tt34382183 || tt21027078 || tt35571169 || tt27369017 || tt32873023 || tt34872408 || tt32879420 || tt12663406 || tt27673536 || tt20414854 || tt33083436 || tt33379670 || tt27505337 || tt31888337 || tt35891036 || tt28629017,,,,,,,0.0,
G030,unanswerable,dev,B2_dense_naive,False,ok,41.047,,fictional-neon-meridian || fictional-paper-moons-of-caldera || tt32228484 || tt26427582 || tt34861373 || tt23143606 || tt36329258 || tt33088099 || tt13080164 || tt29008864 || tt1959374 || tt23018852 || tt34663597 || tt28718613 || tt32409947 || tt27262828 || tt29922891 || tt34356684 || fictional-ember-transit || tt32014158,,,,,,,0.0,
G030,unanswerable,dev,B3_final,False,ok,1424.841,,fictional-neon-meridian || tt34872408 || tt21027078 || tt36329258 || tt35571169 || tt33083436 || tt27505337 || tt34861373 || tt33088099 || tt32228484 || tt27369017 || tt20414854 || fictional-clockwork-tide || tt27673536 || tt23143606 || tt29008864 || tt12663406 || tt23018852,,,,,,,0.0,
G031,unanswerable,dev,B0_closed_book_refusal,False,refused,0.0,,,,,,,,,1.0,
G031,unanswerable,dev,B1_bm25,False,ok,17.637,,fictional-the-orchard-below || tt31411238 || fictional-ember-transit || fictional-clockwork-tide || fictional-neon-meridian || tt32840425 || tt34382183 || tt36307021 || tt31261102 || fictional-paper-moons-of-caldera || tt34440913 || tt35878103 || tt32879420 || tt12663406 || tt20414854 || tt33083436 || tt33379670 || tt35249541 || tt34663597,,,,,,,0.0,
G031,unanswerable,dev,B2_dense_naive,False,ok,24.8,,fictional-the-orchard-below || tt30691214 || tt36286603 || tt26427582 || tt30876828 || tt34378914 || tt35718349 || tt32192760 || tt35407595 || tt29377719 || tt21152782 || tt33037660 || tt34440913 || tt33088887 || tt27720130 || tt34163604 || tt31411238 || tt33088099 || tt35323618,,,,,,,0.0,
G031,unanswerable,dev,B3_final,False,ok,1192.954,,fictional-the-orchard-below || tt34378914 || fictional-neon-meridian || tt31411238 || tt34440913 || fictional-ember-transit || fictional-paper-moons-of-caldera || tt36307021 || tt32840425 || fictional-clockwork-tide || tt33088887 || tt20414854 || tt36286603 || tt31261102 || tt35878103 || tt26427582 || tt27720130 || tt35718349 || tt30876828,,,,,,,0.0,
G032,unanswerable,dev,B0_closed_book_refusal,False,refused,0.0,,,,,,,,,1.0,
G032,unanswerable,dev,B1_bm25,False,ok,13.35,,fictional-ember-transit || tt35309781 || tt34246939 || tt24326458 || tt36120702 || tt34425110 || tt32658576 || tt28942997 || tt34705112 || tt34385135 || tt29510495 || tt35148005 || tt14330326 || tt1402593 || tt10845876 || tt29897844 || tt24060916 || tt31848337 || tt24854592,,,,,,,0.0,
G032,unanswerable,dev,B2_dense_naive,False,ok,25.011,,fictional-ember-transit || tt31041943 || tt32409947 || tt33499787 || fictional-neon-meridian || tt34246939 || tt32582148 || tt28302848 || fictional-paper-moons-of-caldera || tt28289169 || tt33317100 || tt28718613 || tt31078765 || tt32085129 || tt21853406 || tt28106059 || tt1796506 || tt32228484 || tt33542015 || tt32298956,,,,,,,0.0,
G032,unanswerable,dev,B3_final,False,ok,1246.389,,fictional-ember-transit || tt34246939 || tt34425110 || tt35309781 || fictional-neon-meridian || tt24326458 || tt35148005 || tt32582148 || tt1402593 || tt34385135 || tt32658576 || tt32409947 || tt28718613 || tt28942997 || tt32085129 || tt14330326 || tt28106059 || tt36120702 || tt28302848,,,,,,,0.0,
G033,unanswerable,dev,B0_closed_book_refusal,False,refused,0.0,,,,,,,,,1.0,
G033,unanswerable,dev,B1_bm25,False,ok,12.758,,tt18239362 || fictional-clockwork-tide || tt32569057 || tt11799770 || tt27720130 || tt34733903 || tt33763941 || tt25457710 || tt14999468 || tt27834186 || tt30320596 || tt31844635 || tt22687548 || tt36103784 || tt32358025 || tt32869207 || tt35633603 || tt25377130 || tt30227670,,,,,,,0.0,
G033,unanswerable,dev,B2_dense_naive,False,ok,11.737,,fictional-clockwork-tide || tt32014158 || tt27552099 || tt33088099 || tt21027078 || tt32085129 || tt34872408 || tt14985230 || tt26427582 || tt29008864 || tt28302848 || tt36163614 || fictional-neon-meridian || tt14812664 || tt32228484 || tt35675151 || tt28718613 || tt27751771 || tt29922891,,,,,,,0.0,
G033,unanswerable,dev,B3_final,False,low_confidence,284.776,,tt11377110 || tt32869207 || tt32915652 || tt25868520 || tt12097608 || tt15464188 || tt28793125 || tt32547691,,,,,,,1.0,
G034,unanswerable,dev,B0_closed_book_refusal,False,refused,0.0,,,,,,,,,1.0,
G034,unanswerable,dev,B1_bm25,False,ok,19.906,,fictional-paper-moons-of-caldera || tt35487706 || tt35309781 || tt32205214 || tt30324264 || tt32112775 || tt27575701 || tt27564844 || tt35022209 || fictional-the-orchard-below || tt35226712 || tt28334938 || tt34888646 || tt33184184 || tt36107540 || tt35746577 || tt30851137 || tt32267691 || fictional-ember-transit,,,,,,,0.0,
G034,unanswerable,dev,B2_dense_naive,False,ok,25.272,,fictional-paper-moons-of-caldera || tt28302848 || tt32014158 || tt20259240 || tt13975248 || tt35625318 || tt32118517 || fictional-neon-meridian || tt31827708 || tt29952017 || tt32915652 || tt33549474 || tt28289169 || tt35076988 || tt33400053 || tt34356684 || tt10518942 || tt33334564 || tt26680792,,,,,,,0.0,
G034,unanswerable,dev,B3_final,False,ok,1309.718,,fictional-paper-moons-of-caldera || tt27564844 || fictional-neon-meridian || fictional-the-orchard-below || tt35487706 || tt27575701 || tt35022209 || tt35226712 || tt32205214 || tt33184184 || tt34888646 || tt32014158 || tt28302848 || tt33549474 || tt35309781 || tt35625318 || tt32112775 || tt32915652,,,,,,,0.0,
G035,unanswerable,test,B0_closed_book_refusal,False,refused,0.0,,,,,,,,,1.0,
G035,unanswerable,test,B1_bm25,False,ok,16.928,,fictional-neon-meridian || tt31896196 || tt34172063 || tt35322760 || tt33499787 || tt33295254 || tt33349816 || tt14619456 || tt35305106 || tt32205214 || tt27564844 || tt22687548 || tt33702073 || tt31925197 || tt31110228 || tt34872408 || tt33763941 || tt30460421,,,,,,,0.0,
G035,unanswerable,test,B2_dense_naive,False,ok,16.399,,fictional-neon-meridian || fictional-paper-moons-of-caldera || tt36451817 || fictional-the-orchard-below || tt31848337 || tt32409947 || tt13080164 || tt32228484 || tt34356684 || fictional-ember-transit || tt33542015 || tt32222185 || tt21223696 || tt20883096 || tt23018852 || tt14674972 || tt23143606 || tt32014158,,,,,,,0.0,
G035,unanswerable,test,B3_final,False,ok,1675.058,,fictional-neon-meridian || tt27564844 || tt34172063 || tt33499787 || tt33295254 || tt35305106 || tt32409947 || tt33702073 || fictional-ember-transit || tt36451817 || tt14619456 || tt23018852 || tt32205214 || fictional-the-orchard-below || tt34356684 || tt35322760 || tt21223696 || tt32228484,,,,,,,0.0,
G036,unanswerable,test,B0_closed_book_refusal,False,refused,0.0,,,,,,,,,1.0,
G036,unanswerable,test,B1_bm25,False,ok,12.797,,fictional-the-orchard-below || tt32840425 || tt36120484 || tt36307021 || tt27677192 || tt33998222 || tt36175481 || tt32572716 || tt34579449 || tt25377130 || tt34733903 || tt35305106 || tt1742179 || tt10462682 || tt35253781 || tt33440748 || tt33184184 || tt33612209 || tt30876486,,,,,,,0.0,
G036,unanswerable,test,B2_dense_naive,False,ok,36.054,,fictional-the-orchard-below || tt30691214 || tt26427582 || tt32840425 || tt35718349 || tt21152782 || tt36286603 || tt29377719 || tt31848337 || tt35611573 || tt30012780 || tt32729010 || tt31109276 || tt34440913 || tt32160429 || tt28718613 || tt36136694 || tt36163614 || tt35568188,,,,,,,0.0,
G036,unanswerable,test,B3_final,False,ok,1407.01,,fictional-the-orchard-below || tt32840425 || tt28718613 || tt36307021 || tt36286603 || tt32572716 || tt34733903 || tt36175481 || tt35253781 || tt36120484 || tt32160429 || tt26427582 || tt1742179 || tt33998222 || tt21152782 || tt34440913 || tt35611573 || tt35718349 || tt10462682,,,,,,,0.0,
G037,unanswerable,test,B0_closed_book_refusal,False,refused,0.001,,,,,,,,,1.0,
G037,unanswerable,test,B1_bm25,False,ok,14.675,,fictional-ember-transit || fictional-neon-meridian || tt33083436 || tt33797166 || tt36136694 || tt36120702 || tt33378223 || tt13273052 || tt36033570 || tt35675151 || tt28718613 || tt33143854 || tt29302662 || tt36329258 || tt30224625 || tt32879420 || tt27720130 || tt12663406 || tt20414854,,,,,,,0.0,
G037,unanswerable,test,B2_dense_naive,False,ok,28.976,,fictional-ember-transit || tt1796506 || tt35325482 || tt32916628 || tt28718613 || tt32298956 || tt36417146 || tt26427582 || tt32582148 || tt30521753 || tt33088099 || tt34163604 || tt34861373 || tt34388900 || tt33499787 || tt36286603 || tt28302848 || tt15474782 || tt30876828 || tt34916741,,,,,,,0.0,
G037,unanswerable,test,B3_final,False,ok,1371.076,,fictional-ember-transit || tt32916628 || fictional-neon-meridian || tt36417146 || tt34163604 || tt36329258 || tt33378223 || tt34388900 || tt33088099 || tt30224625 || tt36136694 || tt32582148 || tt33143854 || tt26427582 || tt36033570 || tt32298956 || tt33797166 || tt36286603 || tt33499787,,,,,,,0.0,
G038,ambiguous_adversarial,dev,B0_closed_book_refusal,False,refused,0.0,,,,,,,,,1.0,
G038,ambiguous_adversarial,dev,B1_bm25,False,ok,12.826,,tt33087870 || tt36144283 || tt26310653 || tt32192760 || tt30227569 || tt33202674 || tt27731615 || tt31416916 || tt36313062 || tt21364576 || tt33571304 || tt35611573 || fictional-neon-meridian || tt33088099 || tt30227670 || tt14630308 || tt24057286 || tt29281812 || tt34305694 || tt33499857,,,,,,,0.0,
G038,ambiguous_adversarial,dev,B2_dense_naive,False,ok,20.836,,tt34163604 || tt26427582 || tt33088887 || fictional-the-orchard-below || tt36417146 || tt33083471 || tt28718613 || tt32631944 || tt33088099 || tt30876828 || tt31457111 || tt29281812 || tt36451987 || tt35878103 || tt33197724 || fictional-neon-meridian || tt36021583 || tt34861373 || tt32228484 || tt33542015,,,,,,,0.0,
G038,ambiguous_adversarial,dev,B3_final,False,ok,1162.133,,tt33088887 || tt26427582 || tt31457111 || tt30876828 || tt32631944 || fictional-the-orchard-below || tt29281812 || tt33088099 || tt34163604 || tt36451987 || tt36417146 || tt33087870 || tt28718613 || tt33202674 || fictional-neon-meridian || tt33197724 || tt30227670 || tt35878103 || tt32192760,,,,,,,0.0,
G039,ambiguous_adversarial,dev,B0_closed_book_refusal,False,refused,0.0,,,,,,,,,1.0,
G039,ambiguous_adversarial,dev,B1_bm25,False,ok,16.357,,fictional-neon-meridian || tt33763941 || tt34888871 || tt22030122 || tt33297599 || tt35405429 || tt33111349 || tt27369017 || tt33255196 || tt25402450 || tt29004931 || tt36120705 || tt31101398 || tt19881142 || tt30575166 || tt33479805 || tt33294048 || tt31969779,,,,,,,0.0,
G039,ambiguous_adversarial,dev,B2_dense_naive,False,ok,26.376,,fictional-neon-meridian || fictional-paper-moons-of-caldera || tt36451987 || tt23143606 || tt32228484 || tt26427582 || tt36329258 || tt28611345 || tt12097608 || tt21027078 || tt34378914 || tt36021583 || tt18239362 || tt32880540 || tt32033768 || tt23018852 || tt33035557 || tt29952017,,,,,,,0.0,
G039,ambiguous_adversarial,dev,B3_final,False,ok,1396.352,,fictional-neon-meridian || tt21027078 || tt26427582 || tt19881142 || fictional-paper-moons-of-caldera || tt33255196 || fictional-clockwork-tide || tt34378914 || tt32228484 || fictional-ember-transit || tt36451987 || tt33763941 || tt35405429 || tt18239362 || tt36329258 || tt29004931 || tt34888871 || tt36021583,,,,,,,0.0,
G040,ambiguous_adversarial,test,B0_closed_book_refusal,False,refused,0.001,,,,,,,,,1.0,
G040,ambiguous_adversarial,test,B1_bm25,False,ok,17.341,,fictional-clockwork-tide || tt27881554 || tt30851137 || tt36103784 || tt2355896 || tt35571169 || tt31738051 || tt18239362 || tt33334564 || tt32658576 || tt20495188 || tt31455863 || tt34510525 || tt29377719 || tt34382183 || tt36286603 || tt32033768 || tt33499857 || tt32612507,,,,,,,0.0,
G040,ambiguous_adversarial,test,B2_dense_naive,False,ok,19.207,,fictional-clockwork-tide || fictional-neon-meridian || tt23552146 || tt32547691 || tt27564844 || tt32014158 || tt32085129 || tt28302848 || tt32192760 || tt21109170 || tt21027078 || tt34577866 || tt28553375 || tt19853742 || fictional-paper-moons-of-caldera || tt27049704 || tt32915652 || tt32658576 || tt35671745,,,,,,,0.0,
G040,ambiguous_adversarial,test,B3_final,False,ok,1418.333,,fictional-clockwork-tide || tt32658576 || fictional-neon-meridian || tt21027078 || tt35571169 || tt33334564 || tt23552146 || tt32192760 || tt19853742 || tt32014158 || tt36103784 || tt29377719 || tt30851137 || tt32547691 || tt31455863 || tt20495188 || tt32085129 || tt27881554,,,,,,,0.0,
